profile_id,event,order_type,timestamp,value_usd
AB-10314,Placed Order,subscription,2026-02-25,64.27
AB-10315,Placed Order,one-time,2025-12-07,60.13
AB-10316,Placed Order,one-time,2025-07-09,84.87
AB-10317,Placed Order,one-time,2025-08-08,74.15
AB-10318,Placed Order,one-time,2026-02-20,62.2
AB-10318,Placed Order,subscription,2026-08-04,56.23
AB-10318,Placed Order,subscription,2026-07-04,66.62
AB-10318,Placed Order,subscription,2026-06-04,59.8
AB-10318,Placed Order,subscription,2026-04-28,61.36
AB-10318,Placed Order,subscription,2026-03-28,61.11
AB-10318,Placed Order,subscription,2026-02-22,53.02
AB-10319,Placed Order,one-time,2026-04-12,40.15
AB-10320,Placed Order,one-time,2025-10-09,70.92
AB-10321,Placed Order,one-time,2026-02-07,57.11
AB-10322,Placed Order,one-time,2026-03-01,69.8
AB-10323,Placed Order,one-time,2026-07-03,56.42
AB-10324,Placed Order,one-time,2025-08-23,58.1
AB-10325,Placed Order,one-time,2025-10-17,67.26
AB-10326,Placed Order,one-time,2025-06-23,82.27
AB-10327,Placed Order,one-time,2025-07-21,32.52
AB-10327,Placed Order,subscription,2026-07-16,63.26
AB-10327,Placed Order,subscription,2026-06-14,56.25
AB-10327,Placed Order,subscription,2026-05-07,59.59
AB-10327,Placed Order,subscription,2026-03-30,49.89
AB-10327,Placed Order,subscription,2026-02-27,64.4
AB-10327,Placed Order,subscription,2026-01-28,62.6
AB-10328,Placed Order,one-time,2025-05-13,64.01
AB-10329,Placed Order,one-time,2026-04-29,71.57
AB-10330,Placed Order,one-time,2026-01-18,55.58
AB-10331,Placed Order,one-time,2026-01-10,93.66
AB-10332,Placed Order,one-time,2025-06-08,22.66
AB-10332,Placed Order,subscription,2026-08-05,54.26
AB-10332,Placed Order,subscription,2026-07-05,70.0
AB-10332,Placed Order,subscription,2026-05-29,51.81
AB-10332,Placed Order,subscription,2026-04-24,56.77
AB-10332,Placed Order,subscription,2026-03-24,54.36
AB-10332,Placed Order,subscription,2026-02-20,66.59
AB-10333,Placed Order,one-time,2026-02-13,25.54
AB-10334,Placed Order,one-time,2026-02-17,64.4
AB-10335,Placed Order,one-time,2025-06-26,72.51
AB-10336,Placed Order,one-time,2026-06-11,94.9
AB-10337,Placed Order,one-time,2025-07-18,90.22
AB-10338,Placed Order,one-time,2026-06-07,67.17
AB-10339,Placed Order,one-time,2025-08-29,67.08
AB-10340,Placed Order,one-time,2025-01-16,78.7
AB-10341,Placed Order,one-time,2026-05-26,81.17
AB-10342,Placed Order,one-time,2025-04-27,56.63
AB-10343,Placed Order,one-time,2026-07-23,43.62
AB-10344,Placed Order,one-time,2025-12-21,74.94
AB-10344,Placed Order,subscription,2026-07-11,59.35
AB-10344,Placed Order,subscription,2026-06-10,53.03
AB-10344,Placed Order,subscription,2026-05-07,62.39
AB-10344,Placed Order,subscription,2026-03-31,58.93
AB-10344,Placed Order,subscription,2026-02-23,64.07
AB-10344,Placed Order,subscription,2026-01-21,65.92
AB-10345,Placed Order,one-time,2025-05-04,37.07
AB-10346,Placed Order,one-time,2026-02-23,75.32
AB-10347,Placed Order,one-time,2026-01-27,56.64
AB-10348,Placed Order,one-time,2026-03-26,84.39
AB-10349,Placed Order,one-time,2025-03-08,63.8
AB-10350,Placed Order,one-time,2025-07-13,54.91
AB-10351,Placed Order,one-time,2025-06-14,48.7
AB-10352,Placed Order,one-time,2025-10-17,39.69
AB-10353,Placed Order,one-time,2026-04-14,58.8
AB-10354,Placed Order,one-time,2026-07-28,73.01
AB-10355,Placed Order,one-time,2025-11-27,72.24
AB-10356,Placed Order,one-time,2025-01-13,48.01
AB-10357,Placed Order,one-time,2026-06-07,23.1
AB-10357,Placed Order,subscription,2026-08-06,57.32
AB-10357,Placed Order,subscription,2026-07-05,45.35
AB-10357,Placed Order,subscription,2026-06-04,55.38
AB-10357,Placed Order,subscription,2026-05-02,61.02
AB-10357,Placed Order,subscription,2026-03-27,66.21
AB-10357,Placed Order,subscription,2026-02-18,65.98
AB-10358,Placed Order,one-time,2025-01-28,64.38
AB-10359,Placed Order,one-time,2025-03-02,36.55
AB-10360,Placed Order,one-time,2026-03-06,41.03
AB-10361,Placed Order,one-time,2026-05-28,48.01
AB-10362,Placed Order,one-time,2025-08-18,73.31
AB-10363,Placed Order,one-time,2026-08-01,27.9
AB-10364,Placed Order,one-time,2026-04-16,48.25
AB-10365,Placed Order,one-time,2025-03-30,79.47
AB-10366,Placed Order,one-time,2025-06-28,104.25
AB-10366,Placed Order,subscription,2026-07-27,52.52
AB-10366,Placed Order,subscription,2026-06-19,56.15
AB-10366,Placed Order,subscription,2026-05-19,68.09
AB-10366,Placed Order,subscription,2026-04-18,57.97
AB-10366,Placed Order,subscription,2026-03-17,65.04
AB-10366,Placed Order,subscription,2026-02-15,59.6
AB-10367,Placed Order,one-time,2026-03-06,64.9
AB-10368,Placed Order,one-time,2025-07-26,58.51
AB-10368,Placed Order,subscription,2026-07-12,58.02
AB-10368,Placed Order,subscription,2026-06-10,51.3
AB-10368,Placed Order,subscription,2026-05-09,64.08
AB-10368,Placed Order,subscription,2026-04-05,56.05
AB-10368,Placed Order,subscription,2026-03-05,56.13
AB-10368,Placed Order,subscription,2026-01-26,59.17
AB-10369,Placed Order,one-time,2025-06-20,35.55
AB-10369,Placed Order,subscription,2026-08-07,56.1
AB-10369,Placed Order,subscription,2026-06-30,64.78
AB-10369,Placed Order,subscription,2026-05-27,47.46
AB-10369,Placed Order,subscription,2026-04-19,55.12
AB-10369,Placed Order,subscription,2026-03-12,68.13
AB-10369,Placed Order,subscription,2026-02-04,59.13
AB-10370,Placed Order,one-time,2026-07-10,52.3
AB-10371,Placed Order,one-time,2025-07-24,70.71
AB-10372,Placed Order,one-time,2025-08-23,50.13
AB-10373,Placed Order,one-time,2026-02-06,73.67
AB-10374,Placed Order,one-time,2026-05-02,80.73
AB-10375,Placed Order,one-time,2026-05-31,65.92
AB-10376,Placed Order,one-time,2026-02-19,70.15
AB-10377,Placed Order,one-time,2025-09-05,52.2
AB-10378,Placed Order,one-time,2026-03-20,57.24
AB-10379,Placed Order,one-time,2024-12-23,45.22
AB-10380,Placed Order,one-time,2025-05-14,77.79
AB-10380,Placed Order,subscription,2026-07-26,65.12
AB-10380,Placed Order,subscription,2026-06-19,58.68
AB-10380,Placed Order,subscription,2026-05-13,50.25
AB-10380,Placed Order,subscription,2026-04-05,54.91
AB-10380,Placed Order,subscription,2026-02-27,50.82
AB-10380,Placed Order,subscription,2026-01-20,62.35
AB-10381,Placed Order,one-time,2025-12-09,47.87
AB-10382,Placed Order,one-time,2025-04-02,60.31
AB-10383,Placed Order,one-time,2026-01-11,81.99
AB-10384,Placed Order,one-time,2025-11-03,45.79
AB-10385,Placed Order,one-time,2026-05-23,77.65
AB-10386,Placed Order,one-time,2026-03-21,63.27
AB-10387,Placed Order,one-time,2026-04-11,49.79
AB-10388,Placed Order,one-time,2025-12-04,80.57
AB-10389,Placed Order,one-time,2026-02-21,69.54
AB-10390,Placed Order,one-time,2026-01-01,71.93
AB-10391,Placed Order,one-time,2026-02-05,72.33
AB-10392,Placed Order,one-time,2026-07-25,69.26
AB-10393,Placed Order,one-time,2025-02-12,43.51
AB-10394,Placed Order,one-time,2025-06-06,64.0
AB-10395,Placed Order,one-time,2024-12-29,41.08
AB-10396,Placed Order,one-time,2026-08-03,50.4
AB-10397,Placed Order,one-time,2025-05-31,72.81
AB-10398,Placed Order,one-time,2025-01-22,77.44
AB-10399,Placed Order,one-time,2025-06-29,61.22
AB-10400,Placed Order,one-time,2026-06-18,72.53
AB-10401,Placed Order,one-time,2026-06-06,65.9
AB-10402,Placed Order,one-time,2026-02-12,63.25
AB-10403,Placed Order,one-time,2025-03-06,74.91
AB-10404,Placed Order,one-time,2025-11-18,81.71
AB-10404,Placed Order,subscription,2026-07-15,62.66
AB-10404,Placed Order,subscription,2026-06-11,60.75
AB-10404,Placed Order,subscription,2026-05-04,60.41
AB-10404,Placed Order,subscription,2026-03-30,66.55
AB-10404,Placed Order,subscription,2026-02-22,60.04
AB-10404,Placed Order,subscription,2026-01-15,61.85
AB-10405,Placed Order,one-time,2026-02-18,55.14
AB-10405,Placed Order,subscription,2026-07-23,43.11
AB-10405,Placed Order,subscription,2026-06-17,48.81
AB-10405,Placed Order,subscription,2026-05-12,56.8
AB-10405,Placed Order,subscription,2026-04-05,60.44
AB-10405,Placed Order,subscription,2026-03-05,56.52
AB-10405,Placed Order,subscription,2026-01-27,54.2
AB-10406,Placed Order,one-time,2025-08-27,70.38
AB-10407,Placed Order,one-time,2025-07-20,41.38
AB-10408,Placed Order,one-time,2025-11-19,68.33
AB-10409,Placed Order,one-time,2025-02-08,72.96
AB-10410,Placed Order,one-time,2024-12-31,71.88
AB-10411,Placed Order,one-time,2026-01-15,60.08
AB-10412,Placed Order,one-time,2025-12-05,35.27
AB-10412,Placed Order,subscription,2026-07-10,45.8
AB-10412,Placed Order,subscription,2026-06-09,62.0
AB-10412,Placed Order,subscription,2026-05-06,51.73
AB-10412,Placed Order,subscription,2026-04-02,77.16
AB-10412,Placed Order,subscription,2026-02-25,63.9
AB-10412,Placed Order,subscription,2026-01-23,47.29
AB-10413,Placed Order,one-time,2024-12-28,35.37
AB-10414,Placed Order,one-time,2026-04-09,51.95
AB-10415,Placed Order,one-time,2026-03-10,55.46
AB-10415,Placed Order,subscription,2026-07-24,51.25
AB-10415,Placed Order,subscription,2026-06-18,55.01
AB-10415,Placed Order,subscription,2026-05-16,56.62
AB-10415,Placed Order,subscription,2026-04-12,59.96
AB-10415,Placed Order,subscription,2026-03-05,60.13
AB-10415,Placed Order,subscription,2026-01-26,51.98
AB-10416,Placed Order,one-time,2025-06-26,66.7
AB-10417,Placed Order,one-time,2025-01-19,76.48
AB-10418,Placed Order,one-time,2025-02-27,50.34
AB-10419,Placed Order,one-time,2026-02-24,50.35
AB-10420,Placed Order,one-time,2025-11-15,62.8
AB-10420,Placed Order,subscription,2026-08-08,54.23
AB-10420,Placed Order,subscription,2026-07-09,52.98
AB-10420,Placed Order,subscription,2026-06-07,52.8
AB-10420,Placed Order,subscription,2026-05-01,61.54
AB-10420,Placed Order,subscription,2026-03-25,72.94
AB-10420,Placed Order,subscription,2026-02-19,64.83
AB-10421,Placed Order,one-time,2025-09-12,54.88
AB-10422,Placed Order,one-time,2025-06-05,84.15
AB-10423,Placed Order,one-time,2025-06-15,52.36
AB-10423,Placed Order,subscription,2026-07-22,61.73
AB-10423,Placed Order,subscription,2026-06-15,59.48
AB-10423,Placed Order,subscription,2026-05-14,58.6
AB-10423,Placed Order,subscription,2026-04-10,67.92
AB-10423,Placed Order,subscription,2026-03-05,47.94
AB-10423,Placed Order,subscription,2026-02-02,64.36
AB-10424,Placed Order,one-time,2026-07-18,68.7
AB-10425,Placed Order,one-time,2026-05-05,52.26
AB-10426,Placed Order,one-time,2025-07-07,59.95
AB-10427,Placed Order,one-time,2025-08-10,70.64
AB-10428,Placed Order,one-time,2025-04-30,57.75
AB-10429,Placed Order,one-time,2025-02-04,51.85
AB-10430,Placed Order,one-time,2025-04-17,62.62
AB-10431,Placed Order,one-time,2026-08-03,70.53
AB-10432,Placed Order,one-time,2025-11-14,88.38
AB-10433,Placed Order,one-time,2025-02-12,66.64
AB-10434,Placed Order,one-time,2025-09-16,55.58
AB-10435,Placed Order,one-time,2025-12-15,78.05
AB-10436,Placed Order,one-time,2026-03-14,77.68
AB-10437,Placed Order,one-time,2025-07-16,61.14
AB-10438,Placed Order,one-time,2026-01-09,70.36
AB-10439,Placed Order,one-time,2026-04-07,56.37
AB-10440,Placed Order,one-time,2026-02-20,61.48
AB-10441,Placed Order,one-time,2026-03-05,65.61
AB-10442,Placed Order,one-time,2026-04-10,64.99
AB-10442,Placed Order,subscription,2026-08-03,53.31
AB-10442,Placed Order,subscription,2026-06-26,63.26
AB-10442,Placed Order,subscription,2026-05-20,68.49
AB-10442,Placed Order,subscription,2026-04-20,70.01
AB-10442,Placed Order,subscription,2026-03-16,62.35
AB-10442,Placed Order,subscription,2026-02-10,66.66
AB-10443,Placed Order,one-time,2025-07-20,38.12
AB-10444,Placed Order,one-time,2025-01-31,79.84
AB-10445,Placed Order,one-time,2025-05-07,48.48
AB-10446,Placed Order,one-time,2025-12-31,73.36
AB-10446,Placed Order,subscription,2026-07-25,54.03
AB-10446,Placed Order,subscription,2026-06-23,58.68
AB-10446,Placed Order,subscription,2026-05-16,65.78
AB-10446,Placed Order,subscription,2026-04-15,46.83
AB-10446,Placed Order,subscription,2026-03-08,56.45
AB-10446,Placed Order,subscription,2026-02-02,55.39
AB-10447,Placed Order,one-time,2025-10-25,62.15
AB-10448,Placed Order,one-time,2026-04-23,63.89
AB-10449,Placed Order,one-time,2026-06-21,49.13
AB-10450,Placed Order,one-time,2025-01-16,74.13
AB-10451,Placed Order,one-time,2026-02-23,40.69
AB-10451,Placed Order,subscription,2026-08-05,61.4
AB-10451,Placed Order,subscription,2026-06-30,48.7
AB-10451,Placed Order,subscription,2026-05-28,60.3
AB-10451,Placed Order,subscription,2026-04-24,60.93
AB-10451,Placed Order,subscription,2026-03-18,47.97
AB-10452,Placed Order,one-time,2025-01-16,78.28
AB-10453,Placed Order,one-time,2026-02-07,47.49
AB-10454,Placed Order,one-time,2025-07-26,62.88
AB-10455,Placed Order,one-time,2025-01-24,74.41
AB-10456,Placed Order,one-time,2026-03-25,57.86
AB-10457,Placed Order,one-time,2025-11-01,41.83
AB-10458,Placed Order,one-time,2024-12-22,72.47
AB-10459,Placed Order,one-time,2026-02-14,92.04
AB-10460,Placed Order,one-time,2025-11-12,54.95
AB-10460,Placed Order,subscription,2026-07-13,63.26
AB-10460,Placed Order,subscription,2026-06-08,55.8
AB-10460,Placed Order,subscription,2026-05-05,73.52
AB-10460,Placed Order,subscription,2026-04-05,60.07
AB-10460,Placed Order,subscription,2026-03-06,54.15
AB-10460,Placed Order,subscription,2026-02-01,48.15
AB-10461,Placed Order,one-time,2025-02-20,49.8
AB-10462,Placed Order,one-time,2024-12-29,57.8
AB-10463,Placed Order,one-time,2026-06-21,75.76
AB-10464,Placed Order,one-time,2025-01-02,58.33
AB-10465,Placed Order,one-time,2025-11-09,64.92
AB-10465,Placed Order,subscription,2026-07-14,55.17
AB-10465,Placed Order,subscription,2026-06-11,61.72
AB-10465,Placed Order,subscription,2026-05-06,53.36
AB-10465,Placed Order,subscription,2026-04-02,53.57
AB-10465,Placed Order,subscription,2026-02-28,71.37
AB-10465,Placed Order,subscription,2026-01-25,61.11
AB-10466,Placed Order,one-time,2025-05-16,92.56
AB-10467,Placed Order,one-time,2026-03-12,41.07
AB-10468,Placed Order,one-time,2026-01-14,39.33
AB-10469,Placed Order,one-time,2025-02-17,63.61
AB-10470,Placed Order,one-time,2025-11-06,46.77
AB-10471,Placed Order,one-time,2026-01-03,91.42
AB-10471,Placed Order,subscription,2026-08-03,60.54
AB-10471,Placed Order,subscription,2026-06-27,51.91
AB-10471,Placed Order,subscription,2026-05-23,59.12
AB-10471,Placed Order,subscription,2026-04-17,65.95
AB-10471,Placed Order,subscription,2026-03-16,50.23
AB-10471,Placed Order,subscription,2026-02-10,52.42
AB-10472,Placed Order,one-time,2025-03-27,61.44
AB-10473,Placed Order,one-time,2025-11-01,60.74
AB-10474,Placed Order,one-time,2025-07-04,45.57
AB-10475,Placed Order,one-time,2025-01-01,66.83
AB-10476,Placed Order,one-time,2026-03-22,62.84
AB-10477,Placed Order,one-time,2026-03-02,48.68
AB-10478,Placed Order,one-time,2026-01-09,45.56
AB-10478,Placed Order,subscription,2026-07-14,58.83
AB-10478,Placed Order,subscription,2026-06-08,54.86
AB-10478,Placed Order,subscription,2026-05-06,54.4
AB-10478,Placed Order,subscription,2026-04-05,54.24
AB-10478,Placed Order,subscription,2026-03-05,61.96
AB-10478,Placed Order,subscription,2026-02-01,64.05
AB-10479,Placed Order,one-time,2025-11-10,65.48
AB-10480,Placed Order,one-time,2025-04-17,49.31
AB-10481,Placed Order,one-time,2025-06-18,37.77
AB-10482,Placed Order,one-time,2025-03-27,65.31
AB-10483,Placed Order,one-time,2025-09-24,60.47
AB-10484,Placed Order,one-time,2025-12-02,84.83
AB-10485,Placed Order,one-time,2025-05-17,74.47
AB-10486,Placed Order,one-time,2025-05-05,38.18
AB-10487,Placed Order,one-time,2025-05-06,66.92
AB-10488,Placed Order,one-time,2026-04-06,76.72
AB-10489,Placed Order,one-time,2026-05-22,74.73
AB-10489,Placed Order,subscription,2026-07-16,69.16
AB-10489,Placed Order,subscription,2026-06-13,59.28
AB-10489,Placed Order,subscription,2026-05-06,58.17
AB-10489,Placed Order,subscription,2026-04-03,71.52
AB-10489,Placed Order,subscription,2026-03-01,49.04
AB-10489,Placed Order,subscription,2026-01-26,56.9
AB-10490,Placed Order,one-time,2025-09-28,53.3
AB-10491,Placed Order,one-time,2025-10-02,47.02
AB-10491,Placed Order,subscription,2026-07-11,52.51
AB-10491,Placed Order,subscription,2026-06-09,62.87
AB-10491,Placed Order,subscription,2026-05-09,61.05
AB-10491,Placed Order,subscription,2026-04-09,56.74
AB-10491,Placed Order,subscription,2026-03-03,51.71
AB-10491,Placed Order,subscription,2026-01-25,64.98
AB-10492,Placed Order,one-time,2026-08-04,78.07
AB-10493,Placed Order,one-time,2025-08-18,87.92
AB-10494,Placed Order,one-time,2025-01-01,52.86
AB-10495,Placed Order,one-time,2025-07-29,59.47
AB-10496,Placed Order,one-time,2025-08-04,86.72
AB-10496,Placed Order,subscription,2026-07-27,53.3
AB-10496,Placed Order,subscription,2026-06-24,62.3
AB-10496,Placed Order,subscription,2026-05-22,62.89
AB-10496,Placed Order,subscription,2026-04-19,57.85
AB-10496,Placed Order,subscription,2026-03-14,62.51
AB-10496,Placed Order,subscription,2026-02-12,67.64
AB-10497,Placed Order,one-time,2025-09-20,72.87
AB-10498,Placed Order,one-time,2025-12-15,60.36
AB-10499,Placed Order,one-time,2025-06-12,51.2
